title,date,body
像抓脱贫攻坚那样抓乡村振兴,2020-12-08,"
	这些年，绿色发展已经成为中国自上而下的共识。如何正确把握生态环境保护和经济发展的关系，始终是推动长江经济带发展中需要处理好的重大问题。当前，在这个主战场上，我们还有许多事情要做。比如，修复长江生态环境依然要摆在压倒性位置；再如，如何在严格保护生态环境的前提下，全面提高资源利用效率等等。
	在经济社会发展层面，习近平总书记强调，使长江经济带成为畅通国内国际双循环“主动脉”、引领经济高质量发展“主力军”。众所周知，长江经济带覆盖的11省市，有着举足轻重的战略地位，在中国经济发展、改革开放中发挥了重要作用。
	本次座谈会召开的背景是，刚刚过去的十九届五中全会，审议通过了《中共中央关于制定国民经济和社会发展第十四个五年规划和二��三五年远景目标的建议》。未来5年、15年中国发展的预期，与长江经济带发展水平息息相关。从这个角度理解，党中央给长江经济带“主战场”“主动脉”“主力军”的定位，足以表明寄予厚望。
	推动长江经济带发展，既是一场攻坚战，也是一场持久战。从“推动长江经济带发展座谈会”，到“深入推动长江经济带发展座谈会”，再到“全面推动长江经济带发展座谈会”，这3场座谈会会议名称的变化，体现出党中央在推动长江经济带发展上的决策部署不断深入。
	面对这条流淌了千万年的“母亲河”，只要拿出“功成不必在我”的境界与“功成必定有我”的担当，保持历史耐心和战略定力，一张蓝图绘到底，一茬接着一茬干，定能让一江清水绵延后世、惠泽人民。
	（作者为本报评论员）"
新论：以坚持创新赢得发展主动权,2020-11-17,"
	“必须坚持创新是第一动力，在全球科技革命和产业变革中赢得主动权”。在深圳经济特区建立40周年庆祝大会上的重要讲话中，习近平总书记深刻总结深圳等经济特区40年改革开放实践积累的宝贵经验，再次强调创新是第一动力。
	抓创新就是抓发展，谋创新就是谋未来。经济特区的发展历程表明，大胆闯、大胆试的改革精神和创新意识，不但做到了“一子突破”，还起到了“激活全盘”的作用。从创办第一家股份制中外合资企业，到培育出我们自己在世界上叫得响的民族企业；从创办第一家企业自办的股份制银行，到各大金融总部机构分支机构高密度聚集；从建立第一个出口工业区，到成为集服务贸易、货物贸易于一体的重要城市，一系列创新实践让生产要素活力竞相迸发，支持了特区经济实现高速发展。深圳地区生产总值从1980年的2.7亿元增至2019年的2.7万亿元，年均增长20.7%，经济总量位居亚洲城市第五位；2019年居民人均可支配收入6.25万元，比1985年增长31.6倍，率先完成全面建成小康社会的目标。可以说，没有一系列的大胆尝试，就没有生产力的大发展。
	习近平总书记强调，发展是第一要务、人才是第一资源、创新是第一动力。深圳等经济特区的改革实践表明，坚定不移实施创新驱动发展战略，培育新动能，提升新势能，才能更好建设具有全球影响力的科技和产业创新高地。从引进国外先进技术、学习国际先进管理方法，到抢占战略性新兴产业先机、着力提升科技创新能力，构建起了以企业为主体、市场为导向、产学研深度融合的技术创新体系，深圳跻身国家创新驱动发展战略的“第一方阵”，按下了科技创新发展的“快进键”。国家超级计算深圳中心、大亚湾中微子实验室、国家基因库、鹏城实验室等陆续建成，国家实验室、国家重点实验室、大科学装置等创新载体数量呈现出裂变式增长……深圳的改革发展实践表明，只有在创新方面长期不懈坚持，才能实现科技水平的大跨越。
	创新驱动发展，需要以重点突破带动和推进全面创新。推动形成以国内大循环为主体、国内国际双循环相互促进的新发展格局，需要进一步解放思想、大胆创新、真抓实干、奋发进取，以更大魄力、在更高起点上推进改革开放。当前，粤港澳大湾区建设在优化提升空间发展格局、建设国际科技创新中心、不断优化营商环境等方面，为实现更高水平开放创造了有利条件。未来，要进一步营造创新氛围、鼓励创新、崇尚创新，通过改革持续扩大开放，大幅度放宽市场准入，加快培育国际经济合作和竞争新优势；推动产业在区域间的特色化发展，找准地区产业链定位，实现制造业、服务业融合发展；打造人才“蓄水池”，吸引更多高精尖人才落户本地，实现各类要素在创新环境中充分释放活力和价值，推动高质量发展行稳致远。
	创新是改革开放的生命。特区的创新是蕴含巨大勇气的创新，是永不停步的创新，是科学全面的创新。以深圳经济特区建立40周年为新起点，在应对变局中开新局，在守正创新中担使命，努力培育更多创新的种子，不断推动质量变革、效率变革、动力变革，我们必能实现更高质量、更有效率、更加公平、更可持续、更为安全的发展，乘势而上开启全面建设社会主义现代化国家新征程。
	（作者为国家信息中心经济预测部产业经济研究室副主任）
	"
人民时评：网络购物呼唤“有内容”的评价,2020-11-17,"
	很多人在网络购物的时候，都习惯先看看买家们的评价。然而，有网购平台近期在评价系统方面的改版，却让许多习惯了买前看评价的用户感到有些不习惯：好评、中差评标签不再单独展示，取而代之的是各种描述性标签。对于评价页面的变化，有网友认为“影响不大，通过各个标签也能看到全部评价”，有网友则认为，“增加了辨别商品品质的难度”。如何看待这一变化？
	对消费者而言，用户的评价往往是重要的购物参考。网络购物毕竟不同于线下购物，消费者无法近距离感知商品，要想有所判断，一是靠商家的描述，二是靠已经买过此类商品的用户反馈。消费者下单与否，不仅看商家描述和用户反馈能否相互印证，更在于透过这些信息，了解商品是否能满足自己的需求。一些消费者之所以关心能否看到中差评，恰恰在于通过好评与中差评的比较，更好地确定商品与商家描述是否一致，并进一步了解这件商品的优缺点、与自己需求的匹配度。从这个角度来看，与其说消费者关注的是“还能不能看到中差评”，毋宁说是当“中差评标签被取代”之后，消费者还有没有其他的信息，进行购物参考。
